,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
106,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,107,0.7892156862745098,0.8652037617554859,0.5630701883677759,0.4805960890837014,0.002990937093272805,0.005327947437763214,0.002337010344490409,5
107,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,108,0.8382352941176471,0.8910891089108911,0.4471379246599242,0.3426625448279083,0.002832098864018917,0.0035572496708482504,0.0007251509232446551,5
108,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,109,0.875,0.9131175468483816,0.37963118922768857,0.23643155853884917,0.002675730036571622,0.0031715859659016132,0.0004958559293299913,10
109,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,110,0.8651960784313726,0.9029982363315696,0.3379884209556907,0.24173724226032695,0.002321782987564802,0.0027295786421746016,0.0004077957710251212,5
110,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,111,0.8651960784313726,0.9016100178890877,0.3454551350544481,0.14876320431422854,0.0026298267766833305,0.003580403281375766,0.0009505765629000962,15
111,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,112,0.8529411764705882,0.8913043478260869,0.35479094402170647,0.25256628316516677,0.0025439749006181955,0.002873237244784832,0.00032926228595897555,5
112,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,113,0.8504901960784313,0.8912655971479501,0.35390977422688524,0.16579741318710148,0.0033745276741683483,0.004187850281596184,0.0008133224910125136,10
113,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,114,0.8480392156862745,0.8868613138686131,0.3513328312512706,0.32196719935163853,0.0035228230990469456,0.00436685886234045,0.0008440356468781829,5
114,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,115,0.8578431372549019,0.894927536231884,0.34188367360655,0.35081396518896024,0.0034645688720047474,0.0041494714096188545,0.000684902595821768,5
115,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,116,0.8553921568627451,0.8973913043478261,0.3522267147679539,0.10334203010942372,0.002492506755515933,0.0036999485455453396,0.0012074417900294065,15
116,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,117,0.8529411764705882,0.8986486486486487,0.4003866997492664,0.24192267761876188,0.002341240644454956,0.0026283597107976675,0.0002871189790312201,5
117,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,118,0.8455882352941176,0.893760539629005,0.4010276295536873,0.27588535780087114,0.002426641061902046,0.0032188384793698788,0.0007921974756754935,5
118,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,119,0.8406862745098039,0.8911222780569514,0.41100863409319927,0.22611437928862865,0.002318417187780142,0.0026847217231988907,0.00036630459362640977,5
119,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,120,0.8333333333333334,0.8866666666666667,0.4269352459403522,0.17625285690495124,0.003015729133039713,0.003523546038195491,0.0005078169051557779,10
120,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,121,0.8333333333333334,0.8862876254180602,0.4058473907118919,0.18910816504309574,0.0028104449156671762,0.003262809943407774,0.00045236508594825864,5
121,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,122,0.8529411764705882,0.8972602739726028,0.35512880316259815,0.2016913793204973,0.003033909248188138,0.0035849884152412415,0.0005510791088454425,5
122,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,123,0.8578431372549019,0.8982456140350877,0.3282813772778301,0.1425271198231106,0.003369678510352969,0.003796987934038043,0.00042730942368507385,10
123,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,124,0.8602941176470589,0.9001751313485113,0.329257341375684,0.12184715212788433,0.0026931404136121273,0.003257251111790538,0.0005641106981784105,10
124,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,125,0.8700980392156863,0.9045045045045045,0.3166660755580547,0.3076287370175123,0.0024646027013659477,0.0031966788228601217,0.0007320762379094958,5
125,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,126,0.8578431372549019,0.8937728937728938,0.3208925404092845,0.31291307335098584,0.002591663971543312,0.0030139123555272818,0.00042224826756864786,5
126,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,127,0.8406862745098039,0.8766603415559773,0.3567443891775374,0.17200872466589012,0.002840967383235693,0.003386387135833502,0.000545419636182487,10
127,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,128,0.8529411764705882,0.8876404494382022,0.34075211229569774,0.1547215603447209,0.0023864833638072014,0.003432958386838436,0.001046474906615913,10
128,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,129,0.8676470588235294,0.9014598540145985,0.3168755605013347,0.20883937656568982,0.0027175075374543667,0.0032227635383605957,0.0005052560591138899,5
129,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,130,0.8700980392156863,0.9055258467023173,0.3174070386471702,0.23158685518428684,0.0031673358753323555,0.003606783924624324,0.00043944816570729017,5
130,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,131,0.8578431372549019,0.9010238907849829,0.3534936251885751,0.1814947290501247,0.003682105801999569,0.004465239122509956,0.0007831332623027265,10
131,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,132,0.8553921568627451,0.9005059021922428,0.373813968690514,0.2644761673407629,0.0026914947666227818,0.003266747109591961,0.000575252459384501,5
132,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,133,0.8529411764705882,0.8972602739726028,0.34729555676526885,0.25691221427793304,0.0030612144619226456,0.003696092404425144,0.0006348780589178205,5
133,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,134,0.8676470588235294,0.9045936395759717,0.32304224399301934,0.2713289928001662,0.003472877200692892,0.004007491748780012,0.0005346144316717982,5
134,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,135,0.8700980392156863,0.9061946902654867,0.3185933390632272,0.12591814770906543,0.0028603398241102695,0.003352623200044036,0.0004922833177261055,10
135,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,136,0.8676470588235294,0.9028776978417267,0.3155564867763543,0.26316197991060714,0.0029651110526174307,0.0034291143529117107,0.00046400324208661914,5
136,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,137,0.8553921568627451,0.8905380333951762,0.3285960455005075,0.30679950304329395,0.0030195515137165785,0.0035455271136015654,0.0005259755998849869,5
137,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,138,0.8627450980392157,0.9037800687285223,0.38768105197917013,0.003837418204504135,0.0021733706817030907,0.008111600764095783,0.0059382300823926926,575
138,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,139,0.8063725490196079,0.8731942215088283,0.6219324728670329,0.23458206596939518,0.003211319213733077,0.003849402070045471,0.0006380828563123941,5
139,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,140,0.7892156862745098,0.865625,0.8581094299637092,0.2517275648502012,0.002754678949713707,0.003381839720532298,0.0006271607708185911,5
140,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,141,0.7867647058823529,0.8634222919937206,0.8138037330868161,0.42801707117663074,0.007229214534163475,0.009659191593527794,0.002429977059364319,5
141,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,142,0.821078431372549,0.8813008130081301,0.5530298019339349,0.4074191791315873,0.004043688997626305,0.005935565568506718,0.0018918764544650912,5
142,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,143,0.8725490196078431,0.9084507042253521,0.34093312311041,0.39661282117012886,0.006718750111758709,0.008562847971916199,0.0018440976273268461,5
143,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,144,0.8553921568627451,0.8921389396709324,0.3265948422326177,0.06133286057234121,0.002599886618554592,0.0037281662225723267,0.0011282797204330564,25
144,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,145,0.8602941176470589,0.8969258589511754,0.32326508247677016,0.13025891588962016,0.0030763912945985794,0.004654208198189735,0.0015778167871758342,10
145,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,146,0.8700980392156863,0.9078260869565218,0.3345649178121604,0.132331487678069,0.0024001942947506905,0.0031942888163030148,0.0007940944051370025,10
146,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,147,0.8480392156862745,0.8966666666666666,0.3980785578845398,0.14294452196918428,0.00398726761341095,0.004867751616984606,0.000880484061781317,10
147,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,148,0.8284313725490197,0.8856209150326797,0.47743700415708634,0.2371882346458733,0.0032498962245881557,0.003735546488314867,0.0004856503219343722,5
148,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,149,0.8308823529411765,0.8866995073891626,0.47728711984910105,0.258363811733822,0.00230669928714633,0.0029913221951574087,0.0006846229662187397,5
149,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,150,0.8431372549019608,0.8926174496644296,0.45132813598691285,0.12879988419202465,0.0027287977281957865,0.003216029843315482,0.00048723205691203475,10
150,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,151,0.8529411764705882,0.8972602739726028,0.40854349392055367,0.23718698473724847,0.00289361085742712,0.0034087621606886387,0.0005151513032615185,5
151,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,152,0.8504901960784313,0.8957264957264958,0.41567585328548196,0.1149206683608807,0.003203407395631075,0.004014008678495884,0.000810601282864809,15
152,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,153,0.8578431372549019,0.9,0.399477753523445,0.18112606632833678,0.004061589948832989,0.00469100009649992,0.0006294101476669312,5
153,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,154,0.8627450980392157,0.9020979020979021,0.3848860978089529,0.15692992691959567,0.004171619191765785,0.00480826199054718,0.0006366429151967168,5
154,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,155,0.8676470588235294,0.9039145907473309,0.3573641301333612,0.21754449574897688,0.0029292262624949217,0.0034359022974967957,0.0005066760932095349,5
155,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,156,0.8578431372549019,0.8945454545454545,0.3406464423180795,0.2073976094756896,0.00440177833661437,0.005074498243629932,0.0006727197906002402,5
156,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,157,0.8627450980392157,0.8981818181818182,0.3360128828744386,0.1376288474537432,0.0024582091718912125,0.0030584335327148438,0.0006002242444083095,5
157,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,158,0.8676470588235294,0.9014598540145985,0.33409366687284964,0.23926153765060007,0.0025135884061455727,0.002927242312580347,0.00041365379001945257,5
158,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,159,0.8627450980392157,0.8978102189781022,0.3329368880675996,0.284870788800375,0.0029352649580687284,0.0033895557280629873,0.00045429071178659797,5
159,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,160,0.8676470588235294,0.9049295774647887,0.3295516000658858,0.20887815382642053,0.003022413235157728,0.0035905176773667336,0.0005681043257936835,5
160,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,161,0.8651960784313726,0.9043478260869565,0.34170841059519674,0.16678701728815212,0.0033194925636053085,0.003910502418875694,0.0005910097970627248,10
161,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,162,0.8553921568627451,0.899488926746167,0.37114823384064377,0.19985460322350262,0.002337843179702759,0.0026616104878485203,0.0003237674245610833,5
162,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,163,0.8382352941176471,0.8888888888888888,0.4076418908924668,0.15001596920192245,0.00286097452044487,0.0034664287231862545,0.0006054543191567063,10
163,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,164,0.8406862745098039,0.8900169204737732,0.4147728368019064,0.2282925957348198,0.0030440562404692173,0.0035291891545057297,0.0004851330304518342,5
164,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,165,0.8602941176470589,0.9015544041450777,0.36478521107403816,0.25675185156675673,0.003139331704005599,0.0041328719817101955,0.0009935402777045965,5
165,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,166,0.8700980392156863,0.9048473967684022,0.35125752622444256,0.22724809863915046,0.002705872757360339,0.00317945284768939,0.00047358006122522056,5
166,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,167,0.8725490196078431,0.9061371841155235,0.362049441437657,0.08208200813969596,0.0026353991124778986,0.0034337802790105343,0.0007983811665326357,15
167,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,168,0.8725490196078431,0.9061371841155235,0.3579907358039682,0.3309329976948599,0.003314616857096553,0.003988713026046753,0.0006740961689502001,5
168,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,169,0.8774509803921569,0.9094202898550725,0.35020381617633733,0.15935260051240524,0.002724482212215662,0.003141060471534729,0.00041657823021523654,5
169,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,170,0.875,0.906764168190128,0.3491532579064369,0.29911513278881713,0.0026792697608470917,0.0032079792581498623,0.0005287094390951097,5
170,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,171,0.875,0.9064220183486239,0.3434977434648603,0.12727991606807337,0.002793732564896345,0.003414509817957878,0.000620777253061533,10
171,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,172,0.875,0.906764168190128,0.3363038047454229,0.20726168099790812,0.003581047523766756,0.004146547056734562,0.0005654996493831277,5
172,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,173,0.875,0.9103690685413005,0.33543768145290076,0.0764035358268302,0.0027159983292222023,0.003212961135432124,0.0004969626897946,10
173,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,174,0.875,0.9116117850953206,0.3583165880785707,0.16301880590617657,0.0027418104000389576,0.003244210034608841,0.0005023997509852052,5
174,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,175,0.8357843137254902,0.8888888888888888,0.46900628509876485,0.08315198664010193,0.0025036947336047888,0.0031254820059984922,0.0006217872141860425,10
175,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,176,0.8186274509803921,0.8794788273615635,0.5335646839390107,0.22759530181065207,0.00499775679782033,0.006201616954058409,0.0012038600398227572,5
176,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,177,0.8259803921568627,0.8830313014827018,0.48363619481724707,0.23625854625133796,0.003927180077880621,0.005003827158361673,0.0010766470804810524,5
177,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,178,0.8455882352941176,0.8930390492359932,0.4150355039894873,0.17652003716017742,0.0028685543220490217,0.0035243253223598003,0.0006557710003107786,5
178,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,179,0.8700980392156863,0.9061946902654867,0.34988108171405746,0.23507069749757648,0.008235062472522259,0.010132240131497383,0.0018971773097291589,5
179,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,180,0.8602941176470589,0.8942486085343229,0.3595102863276706,0.08736994865660867,0.002279646461829543,0.002803252777084708,0.0005236062570475042,10
180,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,181,0.8553921568627451,0.8893058161350844,0.3615194317318645,0.1786898814452191,0.0032614257652312517,0.004038161598145962,0.000776735891122371,5
181,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,182,0.8725490196078431,0.9044117647058824,0.35049624138456936,0.18784355404786765,0.003241534112021327,0.0038945756386965513,0.0006530415266752243,5
182,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,183,0.8725490196078431,0.9057971014492754,0.34251519288940757,0.07011010392452591,0.002439117291942239,0.002903360640630126,0.00046424343599937856,15
183,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,184,0.8627450980392157,0.9044368600682594,0.3888739920038657,0.14694992887089028,0.0037987108808010817,0.005204897839576006,0.0014061869587749243,5
184,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,185,0.8161764705882353,0.8772504091653028,0.5375927247645735,0.11700805181753819,0.0025794918183237314,0.003028301289305091,0.0004488093836698681,10
185,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,186,0.8063725490196079,0.8719611021069692,0.585884890342177,0.21529143672281256,0.0025312118232250214,0.003372357925400138,0.0008411461021751165,5
186,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,187,0.8186274509803921,0.8790849673202614,0.5968683569306307,0.14776660168136005,0.0028485609218478203,0.003393263556063175,0.000544702576007694,10
187,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,188,0.8382352941176471,0.8903654485049833,0.5043881454598615,0.3355341013229918,0.004209513310343027,0.005282117053866386,0.0010726037435233593,5
188,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,189,0.8504901960784313,0.897133220910624,0.4562849114767696,0.15580693404966345,0.002299727639183402,0.00269722449593246,0.0003974969149567187,5
189,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,190,0.8578431372549019,0.9006849315068494,0.4130403187956807,0.1329604065666596,0.0023606186732649803,0.0026598400436341763,0.000299221312161535,5
190,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,191,0.8627450980392157,0.9020979020979021,0.3769622035689798,0.2217439807097738,0.002946152351796627,0.0033608609810471535,0.0004147087165620178,5
191,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,192,0.8651960784313726,0.8998178506375227,0.35370169083277386,0.19651434822008013,0.002505770418792963,0.0034378699492663145,0.0009320995304733515,5
192,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,193,0.8529411764705882,0.8876404494382022,0.3778563444228733,0.1949075307852278,0.0031707677990198135,0.0038072559982538223,0.0006364883156493306,5
193,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,194,0.8627450980392157,0.8966789667896679,0.35075151306741376,0.06520123741065617,0.002612833399325609,0.0042024715803563595,0.0015896381810307503,20
194,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,195,0.8700980392156863,0.9065255731922398,0.3505612492524818,0.09765391647524665,0.002607470378279686,0.00356019358150661,0.0009527232032269239,10
195,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,196,0.8553921568627451,0.8998302207130731,0.4092183074703915,0.233745885733515,0.0024299921933561563,0.0027410469483584166,0.0003110546967945993,5
196,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,197,0.8137254901960784,0.8778135048231511,0.6530856487065024,0.010830963790067474,0.0022544260136783123,0.003369051730260253,0.0011146257165819407,70
197,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,198,0.7916666666666666,0.8661417322834646,0.8365283294417667,0.20556337292461344,0.002552738878875971,0.0032602499704807997,0.0007075112080201507,5
198,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,199,0.7892156862745098,0.8643533123028391,0.8434474173067,0.2607497382967267,0.002781781367957592,0.00370057113468647,0.000918789766728878,5
199,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,200,0.8308823529411765,0.8878048780487805,0.5933308223149438,0.35993907986072976,0.006504558026790619,0.0085181575268507,0.002013599732890725,5
200,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,201,0.8602941176470589,0.9025641025641026,0.4110802547166161,0.11743217395618562,0.0028604897670447826,0.0033652284182608128,0.0005047386512160301,5
201,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,202,0.8529411764705882,0.8863636363636364,0.3963844861981331,0.4267870557308197,0.01074888650327921,0.01621606945991516,0.005467182956635952,5
202,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,203,0.7671568627450981,0.7956989247311828,0.6968458085960033,0.20562403059564532,0.0023475962225347757,0.0030425703153014183,0.0006949741509743035,5
203,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,204,0.7254901960784313,0.75,0.8183023568023654,0.1950321456976235,0.003159251995384693,0.004768980201333761,0.0016097280895337462,5
204,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,205,0.7671568627450981,0.7956989247311828,0.6354257305170975,0.26905548375099897,0.0029806694947183132,0.004719102289527655,0.0017384329112246633,5
205,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,206,0.8480392156862745,0.8816793893129771,0.35801948417051166,0.17962831273674967,0.0031887111254036427,0.005093969404697418,0.0019052582792937756,10
206,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,207,0.8872549019607843,0.9178571428571428,0.2914131046729345,0.11206845289406676,0.002977137453854084,0.004145986866205931,0.0011688492959365249,15
207,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,208,0.8455882352941176,0.8955223880597015,0.4115407072605711,0.07295486634131522,0.0025066575035452843,0.003761009080335498,0.0012543515767902136,15
208,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,209,0.8088235294117647,0.8765822784810127,0.6913647093483721,0.105549136037007,0.0028877807781100273,0.0036286727990955114,0.000740892079193145,10
209,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,210,0.7990196078431373,0.8710691823899371,0.8360554271425559,0.15815174087882042,0.0027973023243248463,0.003970888443291187,0.0011735860025510192,5
210,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,211,0.8308823529411765,0.8874388254486134,0.668460335424421,0.37496275442652405,0.0030208630487322807,0.005289252381771803,0.002268389333039522,5
211,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,212,0.8651960784313726,0.9050086355785838,0.4523057040179778,0.21420862037921323,0.006106079090386629,0.008166337385773659,0.0020602582953870296,5
212,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,213,0.8651960784313726,0.8998178506375227,0.4028449910156447,0.1766850274382159,0.003751902375370264,0.00443309498950839,0.0006811927305534482,5
213,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0023,,SGD,0.33,0.9,SGD,0.001,214,0.8186274509803921,0.8531746031746031,0.5348215261656865,0.3452313792333007,0.0083371102809906,0.011558763682842255,0.0032216538675129414,5
