,Unnamed: 0,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,client_opt_name,client_opt_lr,round,accuracy,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
112,112,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,113,0.7148014440433214,1.32160468796002,0.0208431976507758,3.244973413529806e-05,3.708185977302492e-05,4.632125182979507e-06,410
113,113,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,114,0.7111913357400722,1.32228688603001,0.0180659438524588,1.6196090655284934e-05,2.1595891666947864e-05,5.399800556915579e-06,164
114,114,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,115,0.7256317689530686,1.2806097845946038,0.0363557437474544,2.054084870906081e-05,2.538787157391198e-05,4.84702331959852e-06,41
115,115,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,116,0.7184115523465704,1.292794992668288,0.0083318933047121,1.7977894458454102e-05,2.807542114169337e-05,1.0097526683239266e-05,320
116,116,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,117,0.7148014440433214,1.319507730539356,0.024175557883161,9.132843842962757e-06,1.0608147931634448e-05,1.4753043160453672e-06,41
117,117,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,118,0.7184115523465704,1.362241447291204,0.0181859934893323,3.659200592665002e-05,4.3038948206231e-05,6.446943189075682e-06,410
118,118,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,119,0.7148014440433214,1.4031125106981823,0.0182143864628851,2.022650915023405e-05,2.2015514332451858e-05,1.7890055232783195e-06,123
119,119,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,120,0.7220216606498195,1.4354973290115596,0.014822108663062,3.255747287767008e-05,4.094511314178817e-05,8.387642083107494e-06,410
120,120,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,121,0.7148014440433214,1.4209530905953476,0.0214104976238137,1.826117659220472e-05,2.2354875909513797e-05,4.093698862561723e-06,123
121,121,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,122,0.7111913357400722,1.4308380556958062,0.0114284631176624,2.4637050955789164e-05,2.985757600981742e-05,5.220525508775609e-06,410
122,122,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,123,0.703971119133574,1.473315660336188,0.0071677171571354,1.1273828931734896e-05,1.594740206201095e-05,4.673572675528703e-06,320
123,123,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,124,0.7003610108303249,1.4506480282970835,0.032375715917158,1.752975549607072e-05,2.2809155780123547e-05,5.279399829305476e-06,41
124,124,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,125,0.7148014440433214,1.3833914620535714,0.0210682428322119,3.5586348531069234e-05,4.632904892787337e-05,1.074270130629884e-05,410
125,125,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,126,0.7148014440433214,1.3785750725439616,0.0065666100174712,1.1727645869541448e-05,1.927347329910845e-05,7.545827429566998e-06,320
126,126,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,127,0.7184115523465704,1.3822032650666578,0.0193261261188947,1.5121988326427528e-05,1.643269570195116e-05,1.3107076028973097e-06,41
127,127,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,128,0.7220216606498195,1.3892013621117387,0.0097834749756062,1.9628241716418412e-05,2.256159859825857e-05,2.93335710921383e-06,410
128,128,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,129,0.703971119133574,1.448026629643781,0.0059815589839126,8.516752131981775e-06,1.4267937331169378e-05,5.751185653934954e-06,320
129,129,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,130,0.703971119133574,1.4634134666195937,0.0206657804679352,1.5258807252394035e-05,1.8619342881720516e-05,3.3605349472054517e-06,41
130,130,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,131,0.7184115523465704,1.402507536964757,0.0167557950972056,3.3501808502478525e-05,4.461907155928202e-05,1.1117263966298196e-05,410
131,131,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,132,0.7184115523465704,1.4136115282773971,0.0049496040965095,1.1754565093724524e-05,1.8472586816642437e-05,6.718021722917911e-06,320
132,132,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,133,0.7111913357400722,1.451047171652317,0.0048295554805372,6.169335392769426e-06,8.510028237651568e-06,2.340692844882142e-06,320
133,133,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,134,0.7184115523465704,1.4344853205340249,0.0268109151818108,1.224555126100313e-05,1.6822799807414412e-05,4.5772480916639324e-06,41
134,134,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,135,0.7256317689530686,1.3988060570188932,0.0158492695736392,2.6150346457143318e-05,3.274047776358202e-05,6.590130851691356e-06,410
135,135,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,136,0.7256317689530686,1.4123122168438775,0.0042550801076445,7.556820492027327e-06,1.4466949323832525e-05,6.910128831805196e-06,310
136,136,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,137,0.7075812274368231,1.4465452598673956,0.005033385110164,4.137995347264223e-06,6.691603630315512e-06,2.553608055677614e-06,128
137,137,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,138,0.7148014440433214,1.448276684965406,0.0183545540881956,1.2663682355196215e-05,1.5994706700439565e-05,3.3310238904959988e-06,41
138,138,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,139,0.7256317689530686,1.439078099387033,0.0080643088570171,2.295990452694241e-05,2.597877210064325e-05,3.018868028448196e-06,410
139,139,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,140,0.7364620938628159,1.4285219364932604,0.0155076970371826,1.3623650374938734e-05,1.4437362551689148e-05,8.137121199069952e-07,41
140,140,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,141,0.7436823104693141,1.4218552327581817,0.0106897791498908,3.348706741235219e-05,3.996996019850485e-05,6.482891876657959e-06,410
141,141,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,142,0.7364620938628159,1.4324375687965325,0.0103132827814367,1.6526235413039103e-05,2.0704626876977272e-05,4.178391463938169e-06,164
142,142,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,143,0.7364620938628159,1.4482366549117225,0.0079089891049079,1.2060419976478444e-05,1.4895349522703327e-05,2.834929318851209e-06,410
143,143,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,144,0.7256317689530686,1.457699610080038,0.0147859605838453,7.841724254831206e-06,8.587200682086404e-06,7.454767683157115e-07,41
144,144,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,145,0.7256317689530686,1.4605156866567477,0.0067866214428653,1.3328844033821952e-05,1.5074896509759128e-05,1.7460523622503388e-06,410
145,145,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,146,0.7292418772563177,1.4641593317900383,0.0167055808141168,9.824677363212686e-06,1.06898942249245e-05,8.65216463807883e-07,41
146,146,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,147,0.7256317689530686,1.4631625339388847,0.0075686817568522,1.7477612345828675e-05,2.008798583119642e-05,2.6103730306203943e-06,410
147,147,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,148,0.7256317689530686,1.4485000982880591,0.0153719426936288,9.75331204244867e-06,1.1008763976860791e-05,1.2554517070384463e-06,41
148,148,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,149,0.7292418772563177,1.4680623633520944,0.0043386313602604,5.789569513581228e-06,1.1305378393444698e-05,5.515808879863471e-06,320
149,149,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,150,0.7292418772563177,1.4552802122064998,0.0149339450350053,1.0749593457148876e-05,1.592383887327742e-05,5.174245416128542e-06,41
150,150,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,151,0.7220216606498195,1.4567302003502849,0.0073614309241188,2.237660919490736e-05,2.5994429961428978e-05,3.6178207665216178e-06,410
151,151,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,152,0.7111913357400722,1.45593947746924,0.0100277160820352,1.358073131996207e-05,1.61569314514054e-05,2.57620058619068e-06,164
152,152,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,153,0.7220216606498195,1.4415937497147493,0.0142562698004994,1.7156819012598135e-05,2.0546756786643527e-05,3.389938456166419e-06,123
153,153,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,154,0.7256317689530686,1.4437815736979247,0.0049133905943745,1.0958051461784636e-05,2.030720679613296e-05,9.349155334348325e-06,320
154,154,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,155,0.7184115523465704,1.450886941807611,0.0159311578302394,9.516270438325591e-06,1.049020193022443e-05,9.73931946646189e-07,41
155,155,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,156,0.7148014440433214,1.46639795090471,0.0073763311037328,1.7376840332872234e-05,2.044175380433444e-05,3.064913471462205e-06,410
156,156,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,157,0.7220216606498195,1.4716045132705144,0.0174294142112158,1.1545931556611322e-05,1.3714004126086364e-05,2.168072342101368e-06,41
157,157,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,158,0.7220216606498195,1.496035679961954,0.0040794269447724,6.978827968850965e-06,1.0854130778170656e-05,3.875302809319692e-06,320
158,158,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,159,0.7256317689530686,1.5232663457947118,0.0049541169591975,3.6816436477238312e-06,4.543165687209694e-06,8.615220963292813e-07,32
159,159,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,160,0.7292418772563177,1.5163188197783062,0.0107070408095189,2.21638401853852e-05,2.725474587350618e-05,5.090905233373633e-06,246
160,160,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,161,0.7220216606498195,1.5089524767228537,0.0070399991069954,1.195494769490324e-05,1.424713173037162e-05,2.292184490215732e-06,410
161,161,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,162,0.7256317689530686,1.4866511413029262,0.0127042763968702,6.916345228091814e-06,8.418590368819423e-06,1.5022450270407717e-06,41
162,162,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,163,0.7256317689530686,1.4789590126701764,0.0067636023862457,1.126544339058455e-05,1.3742699593422005e-05,2.4772562028374523e-06,410
163,163,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,164,0.7220216606498195,1.465208922965186,0.0084191200970785,9.244864486390725e-06,1.0320919500372838e-05,1.0760552413557889e-06,41
164,164,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,165,0.7220216606498195,1.4675313424851213,0.0063999107159765,1.674542363616638e-05,2.0763478460139595e-05,4.018055733467918e-06,410
165,165,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,166,0.7220216606498195,1.4626041603939874,0.0098210994000887,1.0883442882914096e-05,1.2263825738045853e-05,1.3803828551317563e-06,41
166,166,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,167,0.7220216606498195,1.4476226805576256,0.0089418644430797,2.3402788428938948e-05,2.787642370094545e-05,4.473635726753855e-06,410
167,167,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,168,0.7220216606498195,1.4652233783687865,0.0053390695057169,8.568851626478136e-06,1.5440022252732888e-05,6.871170626254752e-06,320
168,168,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,169,0.7256317689530686,1.4655858969049795,0.0083156893699906,5.747981049353257e-06,7.112157163646771e-06,1.3641762279803515e-06,41
169,169,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,170,0.7256317689530686,1.4723834993583815,0.004258422345465,8.5838637460256e-06,1.0710406058933586e-05,2.1265423129079863e-06,320
170,170,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,171,0.7256317689530686,1.4682664003755366,0.0129174955842289,1.0062108231068125e-05,1.113087546400493e-05,1.0687674603104824e-06,41
171,171,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,172,0.7328519855595668,1.4649184112037932,0.0044805806447331,1.1707011253747623e-05,1.4177174307405949e-05,2.470163053658325e-06,410
172,172,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,173,0.7292418772563177,1.454612913195576,0.0047068778292003,6.7931437115476e-06,7.668163561902475e-06,8.750199640417122e-07,123
173,173,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,174,0.7256317689530686,1.4341896333864756,0.0097292427392392,1.1835089026135392e-05,1.45599433380994e-05,2.724854311964009e-06,82
174,174,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,175,0.7364620938628159,1.4051853071898222,0.0058354938849409,1.6795824194559827e-05,2.0213321477058344e-05,3.417498191993218e-06,410
175,175,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,176,0.7328519855595668,1.4118328361638954,0.0044208586402419,8.355738827958703e-06,1.6956695617409423e-05,8.60095678945072e-06,192
176,176,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,177,0.7220216606498195,1.4465010273669447,0.0041494942910128,5.091447292215889e-06,1.2711303497781046e-05,7.619856205565156e-06,310
177,177,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,178,0.7292418772563177,1.461550680601171,0.0089170119603073,5.41348754268256e-06,7.70872884459095e-06,2.2952413019083906e-06,41
178,178,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,179,0.7256317689530686,1.5003378561963991,0.0041649393822081,6.466302693297621e-06,9.981121365854053e-06,3.5148184451827547e-06,320
179,179,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,180,0.7292418772563177,1.5062219817191362,0.0115180758597533,6.243701136554591e-06,9.454889550397638e-06,3.211188413843047e-06,41
180,180,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,181,0.7364620938628159,1.4674308933583753,0.0059454141252833,1.9303322915220637e-05,2.606232010293752e-05,6.758997642464237e-06,410
181,181,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,182,0.7256317689530686,1.451279219346387,0.0147403846745874,1.067427274392685e-05,1.364264517178526e-05,2.968372200484737e-06,32
182,182,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,183,0.7328519855595668,1.4338311703077384,0.0047879022400877,1.349171725451015e-05,1.4688978808408136e-05,1.1972614402111503e-06,410
183,183,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,184,0.7364620938628159,1.4096168762605106,0.0041407603043608,1.019305727822939e-05,1.1574385098356288e-05,1.3813275927532231e-06,123
184,184,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,185,0.740072202166065,1.3857000961766712,0.0048543621346683,1.3272461728774942e-05,1.4706143701914698e-05,1.4336815183924043e-06,410
185,185,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,186,0.7364620938628159,1.3970926628048932,0.0038757245241088,5.645932105835527e-06,1.9830324163194742e-05,1.418439205735922e-05,224
186,186,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,187,0.740072202166065,1.4118645366547362,0.0064249450590734,6.123700131865917e-06,6.709072749799816e-06,5.85372674777318e-07,41
187,187,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,188,0.7545126353790613,1.4583481953612396,0.0038016051289559,6.491336989711272e-06,8.948973118094727e-06,2.457636128383456e-06,320
188,188,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,189,0.7220216606498195,1.5373408264347486,0.0025548141607032,3.476411620795261e-06,4.781271400133846e-06,1.3048596656517477e-06,128
189,189,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,190,0.7256317689530686,1.5402032263310892,0.0143920357265259,1.3668690371559933e-05,2.04420412046602e-05,6.773350833100267e-06,41
190,190,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,191,0.7256317689530686,1.53707598266857,0.0026438451588206,3.356569777679397e-06,4.441077180672437e-06,1.0845074029930402e-06,310
191,191,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,192,0.7256317689530686,1.4813689128096614,0.0082794271795669,1.0971418305416591e-05,1.4837566595815588e-05,3.866148290398996e-06,41
192,192,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,193,0.7472924187725631,1.3870556109584868,0.0043388466300476,2.092739123327192e-05,3.1626645068172365e-05,1.0699253834900446e-05,410
193,193,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,194,0.740072202166065,1.3760078987638866,0.0029546751305761,3.242193088226486e-06,7.455068498529727e-06,4.212875410303241e-06,310
194,194,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,195,0.7436823104693141,1.3803212268144958,0.0057613229695562,2.499208676454145e-06,5.141414931131294e-06,2.6422062546771485e-06,32
195,195,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,196,0.7436823104693141,1.3854622422850558,0.0053254806664318,1.5470281141460873e-05,1.6743508240324445e-05,1.2732272125504096e-06,205
196,196,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,197,0.7328519855595668,1.4178355453535914,0.0030050206222949,4.996850293537136e-06,1.629620419407729e-05,1.1299353900540154e-05,320
197,197,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,198,0.7256317689530686,1.4388487261320864,0.0067537600180225,4.345469278632663e-06,5.484104349307017e-06,1.1386349569875165e-06,41
198,198,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,199,0.7256317689530686,1.454968365122165,0.0040442803855161,1.5104231351870112e-05,1.7805767129175365e-05,2.7015360046789283e-06,410
199,199,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,200,0.7220216606498195,1.474635464804513,0.0025115393339542,7.6674587035086e-06,8.431188689428382e-06,7.637296448592679e-07,205
200,200,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,201,0.7184115523465704,1.48912952542305,0.0039900333946665,7.658103641006164e-06,8.352509212272707e-06,6.944059123270563e-07,123
201,201,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,202,0.7184115523465704,1.498118618982179,0.0026340324637159,1.3376521565078292e-05,1.5668321793782525e-05,2.2918002287042327e-06,328
202,202,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,203,0.7184115523465704,1.506051854789257,0.002975369986816,6.885768016218208e-06,8.404239451920148e-06,1.5184712083282648e-06,320
203,203,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,204,0.7256317689530686,1.4992668277450971,0.0069041809461806,8.051793884078506e-06,1.1382972843421156e-05,3.331178959342651e-06,41
204,204,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,205,0.7292418772563177,1.501144577562809,0.0030181865730992,4.614131285052281e-06,6.525825483549852e-06,1.9116944258712465e-06,320
205,205,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,206,0.7256317689530686,1.49471952529358,0.0091983099297688,6.731655957992189e-06,8.050355063460302e-06,1.3186992191549507e-06,41
206,206,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,207,0.7256317689530686,1.4903441423018065,0.0029648931451083,7.462891517207026e-06,9.614169357519131e-06,2.151277612938429e-06,320
207,207,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,208,0.7256317689530686,1.4766895782734666,0.0046548271688019,5.048650564276613e-06,5.979431989544537e-06,9.30781311581086e-07,41
208,208,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,209,0.7220216606498195,1.4797425162845423,0.0024643450075612,1.0507113984203896e-05,1.333981072093593e-05,2.8326965093583567e-06,410
209,209,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,210,0.7256317689530686,1.483605028981609,0.0034010280637786,6.282115464273375e-06,6.844969902886078e-06,5.628543249258655e-07,82
210,210,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,211,0.7184115523465704,1.4970657161303929,0.0025362422720461,1.1175711733812932e-05,1.2673203855229076e-05,1.497492121416144e-06,410
211,211,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,212,0.7148014440433214,1.5031360245176724,0.0068352629960139,5.951173534413101e-06,6.5447561610199045e-06,5.935827402936411e-07,82
212,212,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,213,0.7220216606498195,1.5146840959787369,0.0025848849403399,1.1649193766061217e-05,1.3188492630433755e-05,1.5392993191198912e-06,410
213,213,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,214,0.7292418772563177,1.5195238483803613,0.0068897011048137,7.399346031888854e-06,7.962152267282363e-06,5.628060648632527e-07,41
214,214,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,215,0.7292418772563177,1.527407413721085,0.0020343248211216,1.501020960859023e-05,1.7140384443337098e-05,2.130174607373192e-06,410
215,215,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,216,0.7148014440433214,1.5129939953131335,0.0034217714481585,8.712831913726404e-06,1.082115704775788e-05,2.108324679284124e-06,123
216,216,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,217,0.7184115523465704,1.5042760948517493,0.0029755589813874,1.0826505786099004e-05,1.2444397725630552e-05,1.617891939531546e-06,410
217,217,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,218,0.7256317689530686,1.4902013391788518,0.0043777991841524,6.758291419828311e-06,7.454822480212897e-06,6.965308898543299e-07,41
218,218,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,219,0.7328519855595668,1.4687539315915534,0.0024887918754162,1.4418884347833227e-05,1.5597543097101152e-05,1.1786584082074114e-06,410
219,219,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,220,0.7292418772563177,1.4925993079319595,0.0027461109189842,7.374778761004563e-06,1.7277243387070484e-05,9.90246462606592e-06,310
220,220,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,221,0.7148014440433214,1.5156720040099962,0.0050769843269003,4.729269221570576e-06,5.199845418246696e-06,4.7057636720637685e-07,41
221,221,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,222,0.7184115523465704,1.5501295062048095,0.0020290388697162,1.4464282685366923e-05,1.620968214410823e-05,1.745399231367628e-06,410
222,222,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,223,0.7220216606498195,1.570289440027305,0.0023543221105696,1.2611969395948108e-05,1.4211825146048795e-05,1.5998560911612003e-06,205
223,223,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,224,0.7328519855595668,1.5833306493503707,0.0020110229062052,8.917773811845109e-06,1.0281320101057643e-05,1.3635464028993738e-06,410
224,224,roberta-base,glue,rte,2,10,5,1.0,8,1,250,True,1.0,,Adam,1e-05,SGD,1e-05,225,0.7328519855595668,1.5930560693144795,0.0030866674187297,7.127574008336524e-06,7.709476449235808e-06,5.819024408992846e-07,82
