,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,theta,extras,server_opt_name,server_opt_lr,server_opt_weight_decay,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
103,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,104,0.8333333333333334,0.8847457627118644,0.6302660941077834,0.00755773945295784,0.0008745377417653799,0.0010558872018009424,0.00018134943093173206,35
104,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,105,0.803921568627451,0.8726114649681529,0.8438032417604928,0.09472525756767329,0.005027704872190952,0.005953821819275618,0.0009261170634999871,5
105,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,106,0.7941176470588235,0.8670886075949367,0.8781578339922799,0.08349541326169856,0.0023214227985590696,0.0030645530205219984,0.0007431301637552679,5
106,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,107,0.8284313725490197,0.8833333333333333,0.6470646175245444,0.0942139227341007,0.0017332070274278522,0.00273800827562809,0.0010048012482002378,10
107,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,108,0.821078431372549,0.8726003490401396,0.5332778558573302,0.062031369473940376,0.0017930868780240417,0.0021339638624340296,0.0003408769844099879,5
108,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,109,0.8333333333333334,0.8811188811188811,0.5067461636465262,0.05432656898434894,0.0019715011585503817,0.002764094155281782,0.0007925930549390614,5
109,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,110,0.8357843137254902,0.8850771869639794,0.573228518040303,0.005836026508989038,0.0011306066298857331,0.001557196956127882,0.00042659035534597933,55
110,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,111,0.8259803921568627,0.880672268907563,0.7331750547883156,0.006107289089651949,0.0013899540062993765,0.0017193213570863008,0.0003293674089945853,55
111,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,112,0.821078431372549,0.8793388429752066,0.8947805655979227,0.008087461682929039,0.0016843306366354227,0.002062551910057664,0.0003782213316299021,30
112,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,113,0.8357843137254902,0.8854700854700854,0.8413285844523902,0.10878721743589267,0.0028300816193223,0.003963482566177845,0.0011334010632708669,5
113,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,114,0.8357843137254902,0.8814159292035398,0.7756436608546852,0.06145909942337312,0.0034677665680646896,0.004322381224483252,0.0008546147146262228,5
114,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,115,0.8357843137254902,0.8779599271402551,0.7574022736419769,0.01608837556501385,0.004838100168853998,0.005959906615316868,0.0011218063300475478,10
115,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,116,0.8406862745098039,0.874274661508704,0.8352189783860618,0.11802680722554215,0.020220642909407616,0.025806380435824394,0.0055857375264167786,5
116,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,117,0.7794117647058824,0.8140495867768595,1.0690094432827797,0.0751382667152211,0.0018369928002357483,0.002243302995339036,0.0004063101951032877,5
117,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,118,0.7843137254901961,0.8189300411522634,0.9115039730243677,0.13281003921758386,0.005776246078312397,0.008460513316094875,0.002684267470613122,5
118,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,119,0.8357843137254902,0.8723809523809524,0.5765310383342462,0.09755159395397642,0.0030502616427838802,0.0046419501304626465,0.0015916884876787663,5
119,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,120,0.8186274509803921,0.8741496598639455,0.5840099427903838,0.01914321417384781,0.0017614370444789529,0.0025558879133313894,0.0007944508688524365,25
120,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,121,0.8088235294117647,0.8757961783439491,0.9678653433905257,0.005642587032751182,0.0014721689512953162,0.0017081921687349677,0.00023602318833582103,50
121,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,122,0.803921568627451,0.8722044728434505,0.9352295273776833,0.1178004520921968,0.00377587485127151,0.006502680480480194,0.002726805629208684,5
122,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,123,0.8259803921568627,0.8830313014827018,0.7268416804921193,0.06298572353320196,0.001761110732331872,0.002424991922453046,0.0006638811901211739,5
123,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,124,0.8406862745098039,0.8849557522123894,0.5324724977311003,0.06186268398072571,0.00199679983779788,0.0027806044090539217,0.0007838044548407197,5
124,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,125,0.8480392156862745,0.8821292775665399,0.5450184765915551,0.0710507954924833,0.0027015958912670612,0.00315927155315876,0.00045767572009935975,5
125,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,126,0.8333333333333334,0.867704280155642,0.5784619325753667,0.10423593606799841,0.0023578121326863766,0.0032390530686825514,0.0008812408777885139,5
126,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,127,0.8382352941176471,0.8768656716417911,0.5200852690762201,0.05110692208749242,0.002082965336740017,0.003459009574726224,0.001376044237986207,10
127,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,128,0.8455882352941176,0.8904347826086957,0.556337441467251,0.06521615693927743,0.0017923462437465787,0.00293509173206985,0.0011427454883232713,10
128,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,129,0.8308823529411765,0.8859504132231405,0.8200531772097605,0.005208554218988866,0.0005763822118751705,0.0006913887336850166,0.00011500652180984616,20
129,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,130,0.8235294117647058,0.8827361563517915,0.9027585138474915,0.10437596823438071,0.0025913547724485397,0.0037670843303203583,0.0011757295578718185,5
130,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,131,0.821078431372549,0.8809135399673735,0.9081884764027028,0.007281107684830204,0.0010845985962077975,0.0014643961330875754,0.00037979750777594745,40
131,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,132,0.8357843137254902,0.8881469115191987,0.8339471427050953,0.09449387375032531,0.0021423851139843464,0.0026620773132890463,0.0005196922575123608,5
132,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,133,0.8504901960784313,0.8946459412780656,0.6683741661008932,0.17421561627299526,0.005079940427094698,0.006711903959512711,0.0016319635324180126,5
133,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,134,0.8406862745098039,0.8811700182815356,0.6484536056374839,0.06407594098709522,0.0019460213370621204,0.0024246785324066877,0.0004786571371369064,5
134,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,135,0.8357843137254902,0.8704061895551257,0.8049397396708966,0.004088275262329263,0.0010354112600907683,0.0013013670686632395,0.0002659558376763016,40
135,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,136,0.8357843137254902,0.8718929254302104,0.7931954446362843,0.07191527311573738,0.005430602468550205,0.007334532681852579,0.0019039303297176957,5
136,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,137,0.8333333333333334,0.870722433460076,0.8282294644558729,0.03287877849885262,0.004255950450897217,0.0051343077793717384,0.0008783573866821826,5
137,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,138,0.8431372549019608,0.8814814814814815,0.7378728320438634,0.04885791764827445,0.0017983808647841215,0.002458179136738181,0.0006597982719540596,5
138,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,139,0.8504901960784313,0.8912655971479501,0.6321582215091707,0.04639862721320241,0.002644873224198818,0.003494004253298044,0.0008491311455145478,5
139,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,140,0.8504901960784313,0.8974789915966387,0.6564509857482478,0.06081025482621044,0.005027449689805508,0.006180936004966497,0.0011534863151609898,5
140,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,141,0.8333333333333334,0.8896103896103896,0.8275293050078201,0.003243885528063403,0.001071376260370016,0.0012314168270677328,0.0001600405666977167,50
141,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,142,0.8406862745098039,0.8936170212765957,0.734065512913124,0.14337655418552459,0.0063704075291752815,0.00907791405916214,0.0027075065299868584,5
142,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,143,0.8553921568627451,0.9011725293132329,0.6262959679383236,0.0064508516334462924,0.001064895885065198,0.0015792988706380129,0.0005144030437804759,50
143,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,144,0.8480392156862745,0.8892857142857142,0.5377457446564793,0.05091337521793321,0.006387495435774326,0.00833982415497303,0.0019523287191987038,5
144,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,145,0.8431372549019608,0.8810408921933085,0.6261773295654897,0.04087268074275925,0.0036448887549340725,0.004362158942967653,0.0007172701880335808,5
145,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,146,0.8357843137254902,0.8738229755178908,0.7024009223153139,0.04468106837577319,0.0009822903666645288,0.0014770944835618138,0.0004948040586896241,35
146,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,147,0.8357843137254902,0.8738229755178908,0.7674281284379699,0.005797463547933149,0.0007337881834246218,0.0010309842182323337,0.00029719603480771184,40
147,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,148,0.8406862745098039,0.8789571694599627,0.800507376219292,0.00510080472100526,0.0011066165752708912,0.001445534871891141,0.00033891829662024975,45
148,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,149,0.8455882352941176,0.8860759493670886,0.7805658441599613,0.06050162161467597,0.0018146721413359046,0.0022962309885770082,0.00048155884724110365,5
149,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,150,0.8382352941176471,0.8854166666666666,0.9071004790226546,0.06605313799344004,0.003478975035250187,0.004718603566288948,0.0012396284146234393,5
150,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,151,0.8480392156862745,0.8956228956228957,0.9795393886854393,0.08092611375497655,0.007746312767267227,0.009529819712042809,0.0017835069447755814,10
151,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,152,0.8455882352941176,0.8911917098445595,0.854311298500226,0.289336131492164,0.016052743420004845,0.022780369967222214,0.006727626081556082,5
152,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,153,0.8333333333333334,0.8772563176895307,0.7270796989414877,0.06400850088801235,0.009589568711817265,0.011759293265640736,0.0021697247866541147,10
153,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,154,0.8235294117647058,0.8671586715867159,0.6680312152380151,0.10499518550350331,0.0018502837046980858,0.0023496111389249563,0.0004993274924345315,5
154,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,155,0.8284313725490197,0.868421052631579,0.6892669967851629,0.020560947603313253,0.001621384872123599,0.0022130850702524185,0.0005917001399211586,25
155,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,156,0.8308823529411765,0.8705440900562852,0.6593317273381056,0.07217689371202142,0.0018710487056523561,0.002559613436460495,0.0006885646726004779,5
156,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,157,0.8357843137254902,0.8801431127012522,0.6423355059917358,0.016238462340164312,0.001781148836016655,0.0026328787207603455,0.0008517298847436905,15
157,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,158,0.8480392156862745,0.8927335640138409,0.7251973032989019,0.02369815888426576,0.00202935840934515,0.0025804999750107527,0.0005511414492502809,15
158,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,159,0.8431372549019608,0.8915254237288136,0.8584335562658916,0.010399733383008945,0.0013882258208468556,0.0017250943928956985,0.00033686854294501245,35
159,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,160,0.8431372549019608,0.8915254237288136,0.8212226399057316,0.08313882689806633,0.0065208617597818375,0.008485887199640274,0.001965025207027793,5
160,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,161,0.8382352941176471,0.8846153846153846,0.7537110344456582,0.04642476329696365,0.0029434782918542624,0.003881657961755991,0.0009381797281093895,5
161,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,162,0.8357843137254902,0.8801431127012522,0.70322968102147,0.05824738416161077,0.003249153960496187,0.004088440909981728,0.0008392868912778795,15
162,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,163,0.8308823529411765,0.8710280373831776,0.5899142300163387,0.18279099084320477,0.009272892959415913,0.011665605939924717,0.0023927129805088043,5
163,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,164,0.8259803921568627,0.8647619047619047,0.5687352063170835,0.008094533303083153,0.000924570020288229,0.0013423777418211102,0.0004178077506367117,40
164,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,165,0.8308823529411765,0.8695652173913043,0.5582726020308887,0.006760839690337889,0.0009493014076724648,0.0012765792198479176,0.0003272778121754527,50
165,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,166,0.8382352941176471,0.8804347826086957,0.5125070756458787,0.013297941145254294,0.0014436878263950348,0.0023829990532249212,0.0009393112268298864,25
166,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,167,0.8529411764705882,0.8976109215017065,0.5975796167713626,0.02261864695756231,0.0013555970508605242,0.0019322646548971534,0.0005766676622442901,30
167,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,168,0.8480392156862745,0.8976897689768977,0.7743910147309733,0.006157271085373525,0.0008854505140334368,0.0011410474544391036,0.00025559694040566683,35
168,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,169,0.821078431372549,0.8828250401284109,0.9555330040674045,0.004219160657182026,0.0006339224055409431,0.0008274898864328861,0.00019356748089194298,30
169,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,170,0.8186274509803921,0.8817891373801917,1.0557882150326394,0.0027040241050417537,0.0006042898166924715,0.0007942262454889715,0.00018993642879649997,50
170,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,171,0.8602941176470589,0.9045226130653267,0.8788998795555695,0.1337821330479346,0.003525029867887497,0.005620171315968037,0.0020951414480805397,5
171,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,172,0.8578431372549019,0.8960573476702509,0.7577741628269637,0.11031951068434864,0.009724331088364124,0.013464825227856636,0.003740493906661868,5
172,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,173,0.8284313725490197,0.86328125,0.9301305156168026,0.05963551076478325,0.024108944460749626,0.029782531782984734,0.00567358685657382,5
173,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,174,0.7818627450980392,0.8179959100204499,1.0974024408976273,0.18088281723554248,0.004989916458725929,0.007345539517700672,0.0023556232918053865,5
174,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,175,0.803921568627451,0.8406374501992032,0.988985271788289,0.1281173339579254,0.010403422638773918,0.014540836215019226,0.004137413576245308,5
175,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,176,0.8504901960784313,0.8884826325411335,0.7140420080446775,0.20312913059373386,0.01003852766007185,0.015478457324206829,0.005439929664134979,5
176,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,177,0.8553921568627451,0.9001692047377327,0.8314651036732054,0.03091249893186615,0.0016431915573775768,0.0022720571141690016,0.0006288656149990857,45
177,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,178,0.8088235294117647,0.875,1.066480797959729,0.04781728844856843,0.004499440547078848,0.005623334087431431,0.0011238936567679048,5
178,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,179,0.7941176470588235,0.8670886075949367,1.16059441846001,0.049555934075033295,0.004234747029840946,0.005797290708869696,0.0015625434461981058,5
179,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,180,0.8357843137254902,0.8899835796387521,0.8899710278344048,0.2667895868257619,0.011503568850457668,0.016732072457671165,0.005228503607213497,5
180,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,181,0.8455882352941176,0.8911917098445595,0.6297696784261942,0.08672002182691359,0.0034347756300121546,0.004674391355365515,0.0012396157253533602,5
181,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,182,0.8455882352941176,0.8852459016393442,0.61041819456652,0.01567020622175187,0.0009723256807774305,0.0013057241449132562,0.0003333984932396561,50
182,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,183,0.8235294117647058,0.8625954198473282,0.6128788513311769,0.04687871658476069,0.011540685780346394,0.014126385562121868,0.002585700014606118,5
183,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,184,0.7990196078431373,0.8385826771653543,0.6526350893591549,0.03685937860631384,0.001692621037364006,0.002295237733051181,0.0006026167538948357,30
184,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,185,0.7916666666666666,0.831013916500994,0.6559565517247892,0.04724835401633754,0.0024158558808267117,0.003201077226549387,0.0007852212293073535,15
185,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,186,0.7916666666666666,0.8316831683168316,0.6460924652934659,0.035021202303469175,0.0019375012489035726,0.0026435013860464096,0.000706000137142837,10
186,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,187,0.8235294117647058,0.8646616541353384,0.6681582508922563,0.13121201800298876,0.001982056302949786,0.0037988268304616213,0.001816770527511835,5
187,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,188,0.8627450980392157,0.900355871886121,0.7085442682148948,0.05603054084756877,0.0019270145567134023,0.003224313957616687,0.0012972994009032845,10
188,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,189,0.8504901960784313,0.8942807625649913,0.7833974410502432,0.05651970745724005,0.04289966821670532,0.054001033306121826,0.011101366020739079,15
189,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,190,0.8578431372549019,0.9013605442176871,0.8140650297396397,0.04147684367063145,0.001972188474610448,0.002465135185047984,0.0004929467104375362,15
190,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,191,0.8553921568627451,0.8998302207130731,0.8025162049943545,0.027379101957194507,0.003497293684631586,0.004339733626693487,0.0008424399420619011,5
191,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,192,0.8504901960784313,0.8964346349745331,0.7606397686485091,0.018517637168323352,0.0014648806536570191,0.0018642795039340854,0.0003993988211732358,35
192,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,193,0.8578431372549019,0.9010238907849829,0.7071413052606159,0.05692985082045197,0.0022868129890412092,0.0030804320704191923,0.0007936190231703222,5
193,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,194,0.8651960784313726,0.9053356282271945,0.725436325454354,0.014546761492383667,0.002086194232106209,0.002671736991032958,0.0005855426425114274,20
194,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,195,0.8529411764705882,0.8951048951048951,0.7057440404862385,0.12088024839526042,0.0022902435157448053,0.00288772233761847,0.0005974788800813258,5
195,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,196,0.8676470588235294,0.9052631578947369,0.6399163279098039,0.13760435845470056,0.005637558177113533,0.0074622309766709805,0.0018246725667268038,5
196,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,197,0.8602941176470589,0.901213171577123,0.5859808946649233,0.06620663067093119,0.0042067356407642365,0.005172941368073225,0.0009662057855166495,5
197,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,198,0.8578431372549019,0.9003436426116839,0.5263075980850879,0.09764399885355184,0.007585665211081505,0.009455625899136066,0.0018699606880545616,15
198,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,199,0.8578431372549019,0.9013605442176871,0.4894826351573654,0.15622366137802599,0.006870982237160206,0.008611700497567654,0.0017407180275768042,5
199,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,200,0.8504901960784313,0.8953687821612349,0.6364707207288959,0.029851503574505583,0.001842330675572157,0.0026755835860967636,0.0008332529687322676,35
200,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,201,0.8553921568627451,0.8955752212389381,0.725257971530036,0.08339469347440173,0.010533470660448074,0.013809761963784695,0.0032762910705059767,5
201,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,202,0.8529411764705882,0.8892988929889298,0.7603121086339896,0.08711907474556937,0.002720965538173914,0.003662748960778117,0.0009417833643965423,5
202,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,203,0.8308823529411765,0.8680688336520076,0.797977481651412,0.06357651972386522,0.0018609052058309317,0.0023694962728768587,0.000508591067045927,5
203,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,204,0.8504901960784313,0.8859813084112149,0.6762901406013864,0.08499978988897056,0.004128642845898867,0.005978093482553959,0.0018494505202397704,5
204,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,205,0.8578431372549019,0.89568345323741,0.6384618368899158,0.009641181097302415,0.0016330445650964975,0.002422662451863289,0.0007896178867667913,55
205,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,206,0.8553921568627451,0.8987993138936535,0.769013396796557,0.005530665804690215,0.0006792190251871943,0.0009046747582033277,0.00022545570391230285,30
206,roberta-base,glue,mrpc,2,100,10,1.0,8,1,500,True,0.0017,prob,AdamW,0.0001,0.01,SGD,0.001,207,0.8455882352941176,0.8948247078464107,0.9690062752788614,0.003731652255781228,0.0013252474600449204,0.0017020743107423186,0.00037682687980122864,50
