,checkpoint,ds_path,ds_name,num_labels,num_clients,clients_per_round,alpha,batch_size,local_epochs,total_rounds,fda,server_opt_name,server_opt_lr,server_opt_momentum,client_opt_name,client_opt_lr,round,accuracy,f1,testing_loss,training_loss,variance,avg_norm_sq_drifts,norm_sq_avg_drift,round_steps
214,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,215,0.8284313725490197,0.8664122137404581,0.40873484021308376,0.3828240662813187,0.0007377279689535499,0.0008790947613306344,0.0001413667923770845,2
215,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,216,0.7843137254901961,0.8232931726907631,0.4589756309401755,0.3281773179769516,0.0005290479748509824,0.0006122731138020754,8.322514622705057e-05,1
216,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,217,0.8014705882352942,0.8402366863905325,0.447681697268112,0.4705943003296852,0.0006692608003504574,0.0010197439696639776,0.0003504831693135202,2
217,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,218,0.8602941176470589,0.8983957219251337,0.3575694293660276,0.30710970709721247,0.000562670873478055,0.0025147362612187862,0.0019520653877407312,3
218,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,219,0.8186274509803921,0.8806451612903226,0.42424603113356757,0.38726258724927903,0.0007240450941026211,0.0008900357643142343,0.0001659906847635284,2
219,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,220,0.7573529411764706,0.847457627118644,0.5271634556645272,0.5562381863594055,0.0006708915461786091,0.0010832733241841197,0.00041238177800551057,1
220,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,221,0.7745098039215687,0.8566978193146417,0.4729401303418711,1.0282085344195366,0.0010314625687897205,0.002256060019135475,0.0012245974503457546,1
221,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,222,0.7965686274509803,0.8672,0.4222463503772137,0.6196287080645562,0.0006109524983912706,0.0007356159621849656,0.00012466349289752543,1
222,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,223,0.7990196078431373,0.8690095846645367,0.4205438000898735,0.20395954221487048,0.0007108738645911217,0.000991540146060288,0.0002806662814691663,5
223,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,224,0.7622549019607843,0.8509984639016898,0.5015142939838708,0.10181286899993817,0.0005500976694747806,0.0015218928456306458,0.0009717951761558652,12
224,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,225,0.7573529411764706,0.8488549618320611,0.5606063069666133,0.2700712606310845,0.0006717424257658422,0.0008548384648747742,0.0001830960245570168,3
225,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,226,0.7720588235294118,0.8562596599690881,0.5332441447558356,0.4272459775209427,0.0007302373414859176,0.0010800386080518365,0.0003498012956697494,1
226,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,227,0.8406862745098039,0.891846921797005,0.3915043485296123,0.8258877396583557,0.0010107588022947311,0.00210244650952518,0.0010916877072304487,1
227,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,228,0.8259803921568627,0.8687615526802218,0.3610255294570736,0.5024338215589523,0.0008358709164895117,0.0010511368745937943,0.00021526597265619785,1
228,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,229,0.7916666666666666,0.8303393213572854,0.4346625921772976,0.43445153534412384,0.0006892439560033381,0.0008093036012724042,0.00012005963799310848,1
229,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,230,0.7181372549019608,0.7472527472527473,0.5383583076444327,0.3714111387729645,0.0008138121920637786,0.0009827135363593698,0.00016890134429559112,2
230,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,231,0.7058823529411765,0.7285067873303167,0.5959758399163976,0.5083119511604309,0.0006423735176213086,0.0008058732491917908,0.00016349974612239748,1
231,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,232,0.7647058823529411,0.8,0.46800266352354314,0.6101234391331672,0.0006600812776014209,0.0018983858171850443,0.0012383045395836234,2
232,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,233,0.8382352941176471,0.8764044943820225,0.35966384849127603,0.3583355948328972,0.0007154428167268634,0.0010402315529063344,0.000324788736179471,2
233,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,234,0.8578431372549019,0.896797153024911,0.3478213508485579,0.5741689443588257,0.000890714640263468,0.0010267102625221014,0.00013599560770671815,1
234,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,235,0.8406862745098039,0.8903878583473862,0.3772201154234947,0.3733125552535057,0.0008541988208889961,0.0009309627930633724,7.676395762246102e-05,1
235,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,236,0.8333333333333334,0.8866666666666667,0.3896534499511415,0.30179251208901403,0.0006451960653066635,0.0008881110697984695,0.00024291501904372126,2
236,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,237,0.8578431372549019,0.8982456140350877,0.35546882925372497,0.5649935930967331,0.0014883435796946287,0.002391104120761156,0.0009027605992741883,1
237,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,238,0.8578431372549019,0.89568345323741,0.3471519878389789,0.28127859209974604,0.0006727252621203661,0.0008936848607845604,0.00022095959866419435,3
238,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,239,0.8651960784313726,0.9043478260869565,0.3581774738416368,0.12924857838079334,0.0009012722293846309,0.0017011221498250961,0.0007998499204404652,6
239,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,240,0.8406862745098039,0.8900169204737732,0.37749597353532033,0.4386349081993103,0.0007845040527172387,0.0009047227213159204,0.00012021866859868169,1
240,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,241,0.8504901960784313,0.8950086058519794,0.3704220056899038,0.4283213257789612,0.0022449479438364506,0.002911666873842478,0.0006667189300060272,1
241,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,242,0.8529411764705882,0.8936170212765957,0.352406739092925,0.353029103949666,0.0009298439836129546,0.001118438201956451,0.00018859418923966587,1
242,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,243,0.8553921568627451,0.8917431192660551,0.34577832882310827,0.45804591178894044,0.0007439417531713843,0.000869501382112503,0.00012555959983728826,1
243,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,244,0.7598039215686274,0.7983539094650206,0.44769220317111297,0.46076778173446653,0.000742390169762075,0.0010830842657014728,0.00034069406683556736,1
244,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,245,0.8088235294117647,0.8482490272373541,0.399303097058745,0.5557108461856842,0.0006929608061909676,0.002185763092711568,0.0014928022865206003,1
245,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,246,0.8431372549019608,0.8810408921933085,0.3451741489709592,0.574786800146103,0.0012170401168987155,0.0014981499407440424,0.00028110979474149644,1
246,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,247,0.8455882352941176,0.8888888888888888,0.3360677350531606,0.3703246437013149,0.0008388073183596134,0.0009724973933771253,0.0001336900459136814,2
247,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,248,0.8480392156862745,0.8912280701754386,0.33496994671283986,0.3690254347398877,0.0011761572677642107,0.0014095440274104476,0.00023338670143857598,2
248,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,249,0.8504901960784313,0.8927943760984183,0.33470794653483465,0.45511690974235536,0.0006406830507330596,0.0007586907013319433,0.0001180076360469684,1
249,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,250,0.8529411764705882,0.8939929328621908,0.3333992690724485,0.2871878106147051,0.0007800559978932142,0.0008907179581001401,0.00011066198931075633,2
250,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,251,0.8480392156862745,0.8864468864468864,0.3320434125615101,0.4621834635734558,0.0006770460749976337,0.0008221840835176408,0.00014513800852000713,1
251,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,252,0.8235294117647058,0.8620689655172413,0.3526716214769027,0.4439147472381592,0.0012102476321160793,0.0013609876623377204,0.00015073998656589538,2
252,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,253,0.8259803921568627,0.864244741873805,0.3512569119532903,0.39453790336847305,0.0006219804636202753,0.0009100724128074944,0.00028809194918721914,2
253,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,254,0.8480392156862745,0.8860294117647058,0.3202136232718533,0.3430715247988701,0.0011119251139461994,0.001718824147246778,0.0006068990915082395,3
254,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,255,0.8602941176470589,0.9038785834738617,0.34954771662459655,0.26106544211506844,0.0005736586172133684,0.0008494224748574197,0.0002757638576440513,2
255,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,256,0.8406862745098039,0.8925619834710744,0.3948859003755976,0.39064881503582,0.0009907569037750363,0.0012435985263437033,0.00025284162256866693,1
256,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,257,0.8382352941176471,0.8918032786885246,0.420395789028821,0.2559618473052978,0.0006968099623918533,0.0008532162755727768,0.000156406284077093,2
257,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,258,0.8455882352941176,0.8962108731466227,0.4137126383755137,0.31568276286125185,0.001456855796277523,0.0016720399726182222,0.00021518420544452965,2
258,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,259,0.8676470588235294,0.9042553191489362,0.3210348161120041,0.8139399394392968,0.0016126512782648206,0.0029877014458179474,0.0013750501675531268,1
259,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,260,0.8602941176470589,0.8938547486033519,0.3323862968998797,0.27285222597420217,0.000691425462719053,0.0008214678964577615,0.00013004244829062372,2
260,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,261,0.7794117647058824,0.8140495867768595,0.4285711301308052,0.4269973039627075,0.0006966980872675776,0.0008698253077454865,0.0001731272495817393,1
261,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,262,0.678921568627451,0.6974595842956121,0.5776061769209656,0.4164580769836903,0.0010319848079234362,0.0012016295222565532,0.0001696446561254561,2
262,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,263,0.6568627450980392,0.6698113207547169,0.6211998193871742,0.5232531040906906,0.0005994013044983149,0.0009142883936874568,0.000314887089189142,1
263,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,264,0.7303921568627451,0.7577092511013216,0.5227820180794772,0.5526844769716263,0.0009618896874599159,0.001525535131804645,0.0005636454443447292,2
264,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,265,0.8455882352941176,0.8809073724007561,0.3546173493651783,0.5155867323279381,0.0005444682901725173,0.0017702821642160416,0.0012258138740435243,2
265,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,266,0.8431372549019608,0.8918918918918919,0.34985586942410934,0.6016999781131744,0.0007566241547465324,0.0009238541242666543,0.00016722999862395227,1
266,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,267,0.7867647058823529,0.864696734059098,0.4388785818774326,0.3938466936349869,0.000769147532992065,0.0008686620858497918,9.951452375389636e-05,2
267,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,268,0.7352941176470589,0.8378378378378378,0.5349239309994029,0.30430064667016266,0.0005611828528344631,0.0006445698672905564,8.338701445609331e-05,2
268,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,269,0.7230392156862745,0.8315946348733234,0.5587268755132077,0.5737208083271981,0.0007461924687959254,0.0009993643034249544,0.00025317183462902904,1
269,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,270,0.7401960784313726,0.8403614457831325,0.493280832345287,0.668210706114769,0.0006372510688379407,0.0010395218851044774,0.0004022708162665367,1
270,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,271,0.7965686274509803,0.869701726844584,0.4192739641111271,0.3342684371396899,0.0005483597051352262,0.0007024654769338667,0.00015410574269481003,2
271,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,272,0.8333333333333334,0.8877887788778878,0.3682935541751338,0.26911614211276175,0.0007528302376158535,0.0009168426622636616,0.00016401242464780807,4
272,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,273,0.8504901960784313,0.8912655971479501,0.3552476614713669,0.3521273593107859,0.0007976844790391624,0.0009305563871748745,0.00013287189358379692,3
273,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,274,0.8602941176470589,0.8972972972972973,0.34427739825903203,0.18407502099871634,0.0007227421156130731,0.0015090175438672304,0.0007862754282541573,6
274,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,275,0.8578431372549019,0.8953068592057761,0.33358962059605357,0.38437857329845426,0.000662563310470432,0.0007375131826847792,7.494989404221997e-05,2
275,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,276,0.8676470588235294,0.9055944055944056,0.33539863496872724,0.2419319737702608,0.0006796012166887522,0.0011239477898925543,0.0004443465732038021,3
276,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,277,0.8651960784313726,0.9066213921901528,0.36206512492807474,0.273096149135381,0.0010979336220771074,0.0013435139553621411,0.0002455802750773728,4
277,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,278,0.8578431372549019,0.903010033444816,0.41729589175505966,0.37514140978455546,0.0009718690416775644,0.0010936876060441136,0.00012181855709059164,1
278,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,279,0.8651960784313726,0.9066213921901528,0.3882033691248473,0.3912483505904675,0.0024168931413441896,0.003274086629971862,0.0008571935468353331,1
279,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,280,0.8578431372549019,0.8929889298892989,0.33680162038288863,0.8554752334952355,0.012730827555060387,0.01697816699743271,0.004247338976711035,1
280,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,281,0.7745098039215687,0.8099173553719008,0.44419054124577373,0.2843835912644863,0.0007459771004505455,0.0008269854006357491,8.100829290924594e-05,2
281,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,282,0.7107843137254902,0.7377777777777778,0.5370441786214417,0.3523107971996069,0.0007770840311422944,0.0013127544661983848,0.0005356704350560904,3
282,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,283,0.7450980392156863,0.7787234042553192,0.47943558631574407,0.6295589447021485,0.0007656030356884003,0.0017139718402177095,0.0009483688045293093,1
283,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,284,0.8137254901960784,0.8521400778210116,0.38029759530635443,0.40935450531542306,0.0006187866674736142,0.0011336932657286525,0.0005149065982550383,2
284,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,285,0.8627450980392157,0.9014084507042254,0.3547507845887951,0.3212094001471997,0.0008485211292281747,0.0013240573462098837,0.000475536216981709,2
285,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,286,0.8357843137254902,0.8870151770657673,0.4212461472580246,0.5377103470265865,0.0008902835543267429,0.001234246650710702,0.00034396309638395905,1
286,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,287,0.8431372549019608,0.891156462585034,0.40406148811327475,0.8202667534351349,0.003115594619885087,0.004217229317873716,0.0011016346979886293,1
287,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,288,0.8627450980392157,0.900709219858156,0.3563256447075629,0.5893277168273926,0.0012317255605012178,0.0017631991067901254,0.0005314736044965684,1
288,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,289,0.8504901960784313,0.8872458410351202,0.353184284824951,0.47265579998493196,0.0006397851393558085,0.0007456071325577796,0.00010582199320197105,1
289,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,290,0.8455882352941176,0.8813559322033898,0.36277997639833715,0.27393072396516804,0.0007049801060929894,0.000940753729082644,0.0002357736084377393,2
290,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,291,0.8529411764705882,0.8909090909090909,0.3498123158134666,0.26920168759922186,0.000717820948921144,0.001361547620035708,0.0006437266711145639,3
291,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,292,0.8578431372549019,0.8941605839416058,0.3504890523412648,0.4944710969924927,0.0009313846239820123,0.0012648424599319696,0.0003334578068461269,1
292,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,293,0.8602941176470589,0.896551724137931,0.3481060297904061,0.3093353293836117,0.0005841152742505074,0.0007105475524440408,0.00012643224908970296,2
293,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,294,0.8553921568627451,0.8901303538175046,0.3534553404532227,0.33437268584966656,0.0009675516048446298,0.0014094359939917922,0.000441884360043332,3
294,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,295,0.8308823529411765,0.8675623800383877,0.3659735196361355,0.31467911452054975,0.000597173988353461,0.0006978693418204784,0.00010069533163914457,2
295,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,296,0.8235294117647058,0.8604651162790697,0.3731958607540411,0.3824179008603096,0.0011419220827519894,0.0013923099031671882,0.0002503877622075379,2
296,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,297,0.8431372549019608,0.8787878787878788,0.3473735574413748,0.24171739655236402,0.0006531710969284177,0.0010926014510914683,0.0004394303832668811,3
297,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,298,0.8504901960784313,0.8868274582560297,0.3338635235148318,0.3691961321979761,0.0009869678178802133,0.001183567102998495,0.00019659924146253616,2
298,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,299,0.8823529411764706,0.9145907473309609,0.3309716076827517,0.282204407453537,0.0007293113740161061,0.0008395875920541584,0.00011027620348613709,1
299,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,300,0.8553921568627451,0.8981001727115717,0.3518109366882081,0.2516565391793847,0.000957053154706955,0.0010743188904598355,0.00011726572120096534,2
300,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,301,0.8480392156862745,0.8934707903780069,0.36381879773940523,0.34701637774705885,0.001921800896525383,0.002344709588214755,0.00042290863348171115,1
301,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,302,0.8529411764705882,0.896551724137931,0.36574552639150154,0.2583446277305484,0.0009325664723291993,0.0010930453427135944,0.00016047887038439512,2
302,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,303,0.8700980392156863,0.9058614564831261,0.3326428198785174,0.44665257036685946,0.0019489412661641836,0.002607937203720212,0.0006589959957636893,1
303,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,304,0.8382352941176471,0.8759398496240601,0.349990509158256,0.28981559202075,0.0006797428941354156,0.0007915463647805154,0.00011180347792105749,1
304,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,305,0.8284313725490197,0.8669201520912547,0.36803121484962165,0.3362333536148071,0.0007854033028706908,0.0010834847344085574,0.0002980814315378666,2
305,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,306,0.8504901960784313,0.8876611418047882,0.3445477706982809,0.3388623267412186,0.0008763421792536974,0.0013988686259835958,0.0005225264467298985,1
306,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,307,0.875,0.9106830122591943,0.33923914758305923,0.26160087576135993,0.0014181066071614623,0.0017692508408799767,0.00035114423371851444,2
307,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,308,0.8455882352941176,0.8951747088186356,0.4027407673534517,0.4262867599725723,0.0006720167002640665,0.0008381805382668972,0.00016616382345091552,1
308,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,309,0.8406862745098039,0.8922056384742952,0.4179494633868921,0.5854717351496219,0.0014594641979783773,0.0020558375399559736,0.0005963734001852572,1
309,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,310,0.8602941176470589,0.9038785834738617,0.37438730428031847,0.34525097981095315,0.0005540534621104598,0.000910154718440026,0.0003561012854333967,1
310,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,311,0.8725490196078431,0.9087719298245615,0.326672533636584,0.41010868847370147,0.0007084789103828371,0.0009680580697022378,0.0002595791593194008,1
311,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,312,0.8602941176470589,0.896551724137931,0.32236845455333296,0.3375316746532917,0.001196228782646358,0.0014663978945463896,0.000270169141003862,2
312,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,313,0.8651960784313726,0.8994515539305301,0.3259727453045985,0.3271296381950378,0.0005253307754173875,0.0007755489205010235,0.0002502181741874665,1
313,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,314,0.8529411764705882,0.8892988929889298,0.3306981928500475,0.3760357886552811,0.0011605818290263414,0.0013111178996041417,0.00015053611423354596,1
314,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,315,0.8725490196078431,0.9061371841155235,0.32427313010774406,0.37204301059246064,0.0005421136738732457,0.0008712608250789344,0.0003291471512056887,1
315,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,316,0.8627450980392157,0.9037800687285223,0.36448422746331083,0.18949076868593695,0.0005740094929933548,0.001028704340569675,0.0004546948184724897,3
316,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,317,0.8602941176470589,0.9042016806722689,0.42113247322028174,0.3730570927262306,0.0016747063491493464,0.0020077114459127188,0.00033300506765954196,1
317,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,318,0.8161764705882353,0.8792270531400966,0.49844290996335594,0.2565686546266079,0.0007762031746096909,0.0009214734891429543,0.00014527029998134822,2
318,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,319,0.8112745098039216,0.8771929824561403,0.5519574028622433,0.3793385587632656,0.0013240473344922066,0.0015414092922583222,0.00021736201597377658,1
319,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,320,0.8602941176470589,0.9032258064516129,0.39969128777510393,0.8929009804502129,0.002252018777653575,0.004446905571967363,0.0021948867943137884,1
320,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,321,0.8676470588235294,0.9010989010989011,0.32228755527267267,0.6336134731769562,0.0030280440114438534,0.0041980440728366375,0.0011700000613927841,1
321,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,322,0.8088235294117647,0.8433734939759037,0.39735469937908885,0.25133052853246535,0.0010715120006352663,0.0015796888619661331,0.0005081768031232059,3
322,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,323,0.7598039215686274,0.7923728813559322,0.4691704279359649,0.3622092142701149,0.0006628630217164755,0.0008744422229938209,0.00021157921582926065,2
323,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,324,0.7965686274509803,0.8295687885010267,0.42543284317442015,0.8308627665042877,0.0006403541192412376,0.0014569434570148587,0.0008165893377736211,1
324,roberta-base,glue,mrpc,2,100,10,1.0,8,1,1000,True,SGD,0.33,0.9,SGD,0.001,325,0.8382352941176471,0.8725868725868726,0.3583373656021614,0.2995834812521935,0.0007602822734043002,0.0010278098052367568,0.0002675275318324566,2
